id,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
84549,4,1,4,3,3,4,3,3,1,3,3,4,2,3,0,0
78720,3,3,3,3,2,4,5,2,2,2,2,3,2,4,0,8
19645,2,4,4,4,3,2,3,3,3,5,2,1,5,3,0,0
105422,2,3,3,3,5,4,3,2,2,3,2,4,2,3,0,0
51596,1,1,1,1,3,5,5,3,3,4,3,1,3,4,21,20
23872,2,2,2,4,2,2,4,2,1,3,4,1,4,2,0,0
121653,4,4,4,4,5,5,5,5,4,2,5,3,5,5,2,0
69165,3,3,4,3,3,4,5,4,4,4,4,4,4,3,0,0
107962,3,1,3,3,4,5,5,4,4,4,4,3,4,4,52,48
24773,2,2,2,2,2,2,2,2,4,2,4,1,4,2,0,0
85793,2,1,1,1,5,3,2,2,2,2,2,1,2,1,0,0
73611,0,4,0,4,3,5,4,2,2,2,2,3,2,4,0,0
95258,1,4,2,4,2,2,1,2,4,5,5,4,5,2,9,8
27763,4,5,5,5,4,4,4,4,5,2,3,2,2,4,5,10
114564,3,5,3,3,4,4,4,3,3,3,3,5,3,5,37,36
53042,1,5,5,5,1,1,2,1,4,2,3,1,3,1,13,20
73570,4,3,3,3,3,4,3,1,1,1,4,2,1,4,0,0
80369,3,2,2,2,2,3,3,3,3,3,3,1,3,4,8,4
73201,1,2,1,3,2,1,2,2,1,4,1,2,2,2,30,18
29624,2,5,2,5,2,2,3,2,2,2,2,2,2,4,0,0
104427,4,4,4,4,5,4,5,5,4,2,4,4,4,5,0,15
14862,4,4,4,4,5,4,4,4,5,5,1,4,4,4,167,174
43348,4,3,3,2,1,3,1,1,5,1,4,3,2,1,0,4
41749,2,2,2,2,5,4,3,5,5,5,5,3,5,2,3,15
64978,2,1,2,4,2,2,2,2,2,1,3,1,4,2,19,11
25111,2,2,2,1,1,2,1,1,3,4,1,4,1,1,0,0
3459,3,4,3,4,3,3,3,3,1,5,3,2,3,3,0,17
82335,1,1,1,1,3,5,4,4,4,4,4,5,4,4,24,33
121071,3,2,2,2,3,3,3,3,4,5,2,4,1,3,4,15
120452,3,2,3,4,4,3,3,4,1,1,4,1,3,4,6,43
35138,4,4,4,4,5,5,5,1,2,1,5,5,4,5,224,216
45554,1,1,1,1,5,3,4,4,4,4,4,3,4,5,12,12
74152,3,1,1,1,4,3,4,4,4,1,5,4,5,4,0,0
40074,3,0,3,2,1,3,1,1,4,1,2,1,4,1,0,0
128046,3,3,3,3,3,3,3,3,3,3,5,3,5,3,33,17
107404,2,2,2,2,2,2,2,2,3,2,4,4,4,2,30,21
123255,2,4,5,1,3,5,3,3,3,2,4,1,2,3,0,0
48687,4,1,4,4,4,4,5,5,5,5,5,5,5,5,5,0
86083,2,2,2,1,1,2,1,1,5,4,4,5,4,1,0,0
36334,0,3,0,3,5,0,3,5,3,2,3,4,4,5,0,0
67016,2,2,2,2,5,4,5,5,5,5,5,5,5,3,8,2
66376,2,3,2,3,4,2,1,4,3,3,4,5,1,4,0,0
61415,5,4,5,2,1,5,1,1,4,4,4,3,5,1,0,0
50938,4,4,0,3,4,3,5,4,4,0,4,4,4,2,0,2
48769,5,5,5,5,4,4,5,4,4,4,4,3,4,5,0,0
24187,4,4,4,4,4,3,2,5,5,4,5,1,5,3,0,0
31460,0,0,0,5,4,0,4,4,5,3,1,3,1,4,0,0
5956,4,4,4,4,5,5,5,5,4,3,4,3,4,5,11,5
57989,1,1,1,5,1,1,1,1,4,4,5,4,5,1,0,0
28687,2,2,2,4,2,2,2,2,2,5,3,3,4,2,0,0
49132,4,4,4,4,2,4,2,4,4,4,4,4,4,5,0,0
17159,4,3,4,1,4,4,4,4,1,1,5,3,3,4,0,0
125191,3,3,4,3,5,5,5,4,4,4,4,5,4,5,12,10
33172,1,4,1,1,4,4,4,1,1,1,1,3,1,5,5,17
22103,2,5,2,5,2,4,5,1,1,2,1,4,1,5,14,2
47519,4,4,4,3,5,4,5,5,5,5,4,4,4,5,0,0
100906,4,5,4,3,1,4,1,1,5,5,5,3,4,1,0,0
29909,1,1,2,1,5,4,1,5,5,5,5,1,5,5,11,3
84796,5,5,5,5,4,5,5,5,5,5,5,4,5,5,11,2
11382,4,4,4,4,5,5,5,5,5,2,5,5,5,5,54,39
79807,3,3,3,3,4,5,4,2,2,2,2,5,2,5,0,0
43428,4,2,2,2,4,4,4,4,3,2,4,4,2,4,0,0
112155,3,2,2,3,1,2,1,1,1,3,3,3,4,1,119,114
17565,1,1,1,3,5,1,5,5,4,2,3,1,3,5,0,7
33100,2,4,0,3,5,3,3,2,2,0,2,2,2,1,0,0
27275,2,4,2,4,2,5,5,3,3,2,3,4,3,3,0,28
64170,5,4,5,5,3,5,3,3,4,4,5,4,4,3,0,0
107483,3,3,3,3,5,4,4,5,5,5,5,5,5,4,54,51
66517,3,5,3,4,2,5,5,1,1,3,1,4,1,3,8,9
43050,3,0,3,3,5,3,5,5,5,1,3,2,3,5,0,2
22060,2,4,2,3,4,2,4,4,1,2,3,4,4,4,0,43
125444,4,4,4,4,5,5,4,5,5,5,5,3,5,4,0,0
104610,4,2,4,3,5,4,3,2,2,4,2,4,2,2,60,54
27382,3,3,3,3,1,3,1,1,4,5,2,1,2,1,59,80
42202,2,1,2,2,5,5,5,5,1,3,4,1,2,5,0,0
111258,2,3,2,2,4,2,4,4,1,3,2,2,3,4,14,17
121104,5,5,5,3,5,5,4,5,4,5,5,3,4,5,0,0
107916,1,4,5,4,1,1,1,1,4,2,3,2,3,1,7,0
65424,2,2,2,3,4,2,2,4,3,3,4,5,5,4,0,0
68584,4,4,3,5,1,3,1,1,4,2,5,4,5,1,0,0
47865,2,1,1,1,2,2,2,2,1,1,3,4,3,2,0,0
108531,4,2,2,2,4,1,5,4,4,4,4,3,4,3,0,0
82149,5,5,4,5,3,4,5,5,5,5,5,3,5,5,0,0
78165,4,4,4,4,4,4,5,4,5,2,4,5,5,4,14,25
14474,2,2,2,1,4,2,4,4,3,5,3,2,5,4,0,0
56418,2,2,2,2,5,4,4,4,4,4,4,5,4,4,0,0
34932,1,4,1,4,3,4,5,4,4,1,4,3,4,3,0,0
65456,2,2,2,2,3,5,4,4,4,4,4,3,4,4,0,0
98335,2,2,2,2,3,5,5,5,5,5,5,4,5,4,0,0
72146,2,3,1,3,4,2,2,1,1,1,1,1,1,1,0,0
104725,4,4,4,4,5,5,4,5,5,5,5,3,5,5,17,13
57934,1,1,1,5,1,1,1,1,5,5,5,5,5,1,3,17
73300,5,5,5,5,4,4,4,4,5,5,4,4,4,4,248,261
14351,3,3,5,3,5,5,5,5,2,1,3,3,3,5,22,19
106865,2,4,2,2,4,4,4,3,3,3,3,4,3,5,8,0
121702,0,4,0,3,3,0,3,3,5,3,5,5,5,3,0,0
80954,2,2,2,3,4,2,4,4,3,4,4,2,3,4,0,0
34915,2,1,2,3,2,2,2,2,1,4,3,2,3,2,16,19
38804,4,4,4,3,1,4,1,1,1,1,5,3,2,1,0,0
72211,3,3,3,3,2,4,5,4,4,4,4,3,4,4,0,0
5280,4,4,4,4,3,4,3,3,3,2,4,5,5,3,11,3
46159,2,4,2,2,1,2,1,1,3,2,4,5,5,1,0,0
108741,4,4,4,4,4,4,4,4,1,1,4,2,3,4,0,0
62658,4,4,4,3,5,4,5,5,4,3,4,3,4,5,0,0
121680,3,4,3,3,4,3,5,4,4,4,5,5,5,4,0,0
24499,3,3,3,1,3,3,3,3,4,5,4,1,3,3,31,50
74379,5,5,5,4,2,5,2,2,5,4,4,3,5,2,0,0
55429,1,1,1,1,2,2,2,4,2,4,4,2,3,2,0,3
17974,2,4,2,3,4,2,1,4,4,4,4,5,4,4,0,0
42008,5,2,1,2,5,5,5,5,4,4,5,2,3,5,0,0
73917,2,2,2,1,4,2,4,4,4,3,4,4,5,4,0,0
38602,2,2,2,2,1,4,4,4,4,4,4,3,4,5,0,0
59277,1,1,1,1,5,5,5,4,5,3,4,5,5,5,0,0
66111,3,5,3,5,4,3,4,4,5,4,5,3,4,4,3,0
81379,5,5,5,5,4,5,5,5,5,5,5,3,5,5,0,0
129708,3,4,3,4,1,3,1,1,4,5,4,4,3,1,26,10
95830,3,2,3,4,2,4,4,5,5,3,5,4,5,1,0,0
90712,2,1,1,1,5,3,3,2,2,2,2,2,2,4,23,20
38690,0,5,0,1,2,0,2,2,4,2,5,3,5,2,15,10
34114,1,1,4,1,5,5,5,5,2,3,3,3,3,5,0,0
17016,3,3,3,4,2,3,2,2,5,2,3,2,2,2,0,0
17594,3,4,4,4,2,4,2,2,1,3,3,2,4,2,1,23
86321,5,5,5,5,2,4,4,4,4,4,4,5,4,4,7,42
39120,5,3,3,3,4,5,5,5,5,5,5,2,5,2,0,0
87210,2,3,2,1,2,2,2,2,2,2,4,2,2,4,5,0
119836,3,3,3,3,4,4,4,4,4,4,4,3,4,4,0,5
13409,4,2,2,2,4,4,4,4,1,4,2,3,2,4,12,39
72554,2,4,4,4,5,3,4,2,2,2,2,2,2,4,0,7
12698,5,2,2,2,5,5,5,2,2,2,4,5,2,5,208,224
113801,2,2,2,2,5,4,4,5,5,5,5,4,5,4,7,0
73467,3,4,3,4,5,4,4,5,5,3,5,4,5,4,11,0
15957,2,5,2,1,5,2,5,5,4,5,5,5,5,5,77,64
58493,2,2,2,4,5,2,5,5,1,5,4,1,4,5,52,32
118863,4,3,4,2,1,2,3,4,4,4,4,3,4,2,15,18
129089,1,1,1,1,1,3,4,1,1,1,1,1,1,3,0,0
24157,3,4,2,4,3,3,3,3,4,4,3,4,4,3,0,4
86415,3,2,2,2,5,3,4,3,3,3,3,2,3,4,0,0
18911,3,4,3,3,5,3,5,5,3,2,4,5,4,5,0,7
31020,3,5,3,3,3,1,3,5,5,3,5,5,5,4,0,3
54663,3,3,3,3,4,2,2,5,5,5,5,1,5,3,19,9
112470,5,5,5,5,1,5,1,1,4,2,4,4,1,1,32,19
86624,1,1,1,1,2,5,5,4,4,4,4,3,4,3,0,0
56917,5,5,5,5,2,2,2,4,5,5,4,2,3,2,0,0
30079,3,2,3,3,3,3,3,3,3,3,4,4,3,3,0,0
32630,4,0,4,5,2,4,2,2,2,1,3,1,3,2,5,7
37823,4,4,4,4,4,4,5,5,5,5,5,3,5,5,61,53
53391,5,1,1,1,5,5,5,5,1,3,2,5,4,5,0,16
109340,1,1,1,1,4,4,5,5,5,5,5,3,5,5,8,0
129436,2,3,2,2,3,5,4,4,4,4,4,5,4,5,0,0
89552,2,2,2,2,3,5,4,4,4,4,4,5,4,5,24,8
65248,3,1,1,1,3,2,3,3,3,3,3,2,3,3,0,0
72716,4,0,4,3,3,4,3,3,4,3,4,5,5,3,0,0
38647,4,5,5,4,4,5,4,4,4,2,3,4,4,4,0,0
39041,2,3,2,3,4,2,4,4,2,5,5,5,4,4,0,1
124479,1,1,1,1,5,4,5,4,4,4,4,5,4,4,1,28
90942,3,4,3,3,3,3,3,3,3,1,3,2,4,3,0,0
17030,2,5,2,4,3,1,4,1,1,2,1,1,1,4,0,0
81200,2,2,1,2,4,4,4,4,5,2,4,3,4,4,21,7
7504,4,4,4,4,2,4,4,2,2,2,2,5,2,4,0,0
67990,1,4,1,3,3,1,3,3,2,5,3,2,3,3,4,1
73229,0,5,0,3,2,0,2,2,3,2,4,2,1,2,0,0
104416,1,3,3,3,1,1,1,1,4,2,2,1,2,1,0,4
33210,4,2,2,2,4,4,4,4,5,5,5,4,4,4,15,18
100196,5,5,5,2,2,5,2,2,5,4,5,4,5,2,0,13
60401,4,3,4,1,5,4,5,5,1,5,4,2,1,5,0,5
124497,1,1,1,1,1,3,3,5,5,4,4,3,5,3,178,183
48983,1,4,1,1,4,1,4,4,2,5,1,1,3,4,4,0
49080,3,0,3,4,5,3,5,5,4,3,5,3,3,5,31,32
18976,5,5,5,1,5,4,4,4,4,2,5,4,1,4,170,182
79097,2,3,5,3,3,3,4,4,4,5,4,3,4,4,0,0
10892,1,1,1,1,2,5,5,5,5,5,5,5,5,4,4,1
2958,3,5,5,5,2,2,3,3,3,3,3,3,3,4,0,0
21619,1,1,1,1,3,3,2,2,2,2,2,4,2,2,0,0
92238,4,0,5,3,3,5,3,3,5,3,3,4,4,3,0,0
40157,1,5,1,3,3,4,5,2,2,1,2,4,2,4,0,0
91585,1,4,1,1,3,5,5,2,2,1,2,3,2,5,16,30
75862,2,1,1,1,2,2,2,2,4,5,4,1,4,2,0,0
116521,2,4,2,3,2,2,2,2,3,4,4,4,5,2,0,3
23930,2,5,2,2,2,2,2,2,5,2,5,4,4,2,0,0
1958,0,5,1,1,5,1,2,5,5,5,5,3,5,5,0,0
78880,2,4,2,2,1,2,1,1,3,3,4,4,5,1,15,4
53424,1,1,1,4,1,3,4,1,4,2,4,4,1,4,0,13
85120,4,4,4,4,2,4,4,4,4,4,4,3,4,5,8,16
80769,1,2,1,2,2,1,2,2,2,2,2,3,2,2,0,0
40094,1,1,1,1,3,4,3,4,4,4,4,2,4,1,0,2
27336,4,3,3,3,1,1,3,5,5,4,5,5,5,3,0,0
22574,4,4,4,4,2,1,4,5,5,5,5,5,5,1,0,0
65282,4,3,4,2,2,4,5,2,3,3,2,3,2,2,21,13
42529,4,1,4,4,1,4,1,1,2,4,4,4,4,1,0,0
129685,4,4,4,4,3,4,3,3,5,5,5,3,4,3,0,0
106092,2,4,2,2,4,2,4,4,5,2,4,5,4,4,7,2
84249,3,4,3,4,3,5,4,5,5,3,5,4,5,4,2,2
78554,1,2,2,2,1,1,1,1,4,4,4,1,4,1,0,0
31547,2,4,2,1,3,4,4,4,4,2,4,5,4,4,44,49
66574,2,1,2,4,3,2,3,3,3,4,4,2,4,3,0,0
120094,3,3,3,3,3,5,4,4,4,5,4,4,4,5,0,0
7235,2,5,5,5,2,1,2,3,3,3,2,2,3,3,0,0
121955,2,2,2,2,3,4,5,5,5,5,5,3,5,5,16,26
104041,4,3,3,3,1,2,3,4,4,4,4,1,4,2,31,37
110552,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0
19528,4,4,4,1,4,4,4,4,1,2,5,5,4,4,0,2
26091,5,1,1,1,5,5,5,5,4,2,4,2,2,5,0,2
70607,5,2,5,4,5,5,3,3,3,4,4,3,3,3,0,0
15290,2,5,2,1,2,5,5,3,2,5,4,5,5,5,266,281
129317,2,2,2,2,5,3,4,5,5,5,5,3,5,4,0,3
57918,2,5,2,3,3,2,3,3,4,3,5,4,5,3,0,0
83344,1,5,1,5,5,1,5,5,4,4,5,3,5,5,0,5
109743,3,4,3,2,4,2,4,3,3,3,3,1,3,2,40,35
102948,3,3,2,3,3,5,4,4,4,4,4,4,4,3,0,9
87939,3,2,3,4,5,4,3,5,5,3,5,4,5,3,5,0
6819,2,5,2,2,4,2,4,4,4,3,4,5,4,4,0,0
108395,2,5,5,5,5,4,3,2,2,2,2,3,2,1,26,50
60133,2,3,3,3,2,3,4,2,2,2,2,2,2,2,31,9
46099,1,5,1,3,5,1,5,5,1,2,4,3,5,5,1,3
43758,3,4,4,4,2,2,2,3,3,3,3,3,3,4,0,0
47751,0,0,0,1,1,0,1,1,4,4,1,4,2,1,0,0
27938,4,4,4,4,4,4,4,4,1,3,5,4,1,4,0,20
91814,2,5,3,1,1,3,3,1,4,4,4,4,5,1,0,0
7574,1,2,1,4,1,1,1,1,2,4,3,3,4,1,0,0
106825,5,5,5,2,3,5,3,3,2,3,1,2,4,3,6,6
25631,2,2,2,2,2,4,4,2,2,2,2,4,2,2,24,16
68372,2,4,2,1,5,5,4,3,3,2,3,4,3,5,0,0
16809,4,4,4,4,3,5,3,5,5,5,5,4,5,1,0,0
89707,3,5,3,3,1,3,1,1,3,1,2,4,2,1,0,0
25611,1,1,1,4,2,1,3,2,1,2,3,1,4,2,26,0
53464,5,5,5,2,5,3,3,1,3,5,1,3,3,3,0,2
12487,5,2,2,2,5,5,5,5,2,5,5,4,5,5,0,0
57991,1,2,2,2,4,3,4,1,1,1,1,1,1,1,51,41
122834,1,1,1,1,5,4,5,4,4,4,4,4,4,3,0,0
122616,3,5,3,4,4,3,4,4,1,1,2,4,4,4,0,1
11794,2,2,2,3,3,3,4,2,2,2,2,4,2,1,70,55
26876,1,2,1,1,1,2,1,4,4,1,4,3,4,2,0,0
86730,2,0,2,3,1,2,1,1,1,2,3,5,5,1,0,0
111450,3,4,4,4,3,3,3,3,4,4,3,4,3,3,26,19
45039,3,4,3,4,3,3,1,3,1,5,4,4,4,3,0,0
57605,5,5,5,5,3,4,5,4,4,5,4,3,4,3,0,0
24129,1,1,1,4,4,1,4,4,3,4,4,4,3,4,0,13
60037,3,3,3,3,2,3,2,2,3,2,5,5,4,2,10,6
66292,5,5,5,5,3,4,4,4,4,4,4,4,4,5,32,23
12953,4,4,4,2,3,4,3,3,5,2,5,5,4,3,0,0
119859,2,3,5,5,2,2,2,2,1,4,3,4,3,2,0,0
93454,3,3,3,1,3,3,1,3,1,3,2,3,1,3,0,0
51562,1,2,2,2,2,2,2,1,1,1,1,4,1,4,1,8
56095,3,3,3,3,2,3,4,3,3,3,3,3,3,2,6,0
2558,4,2,4,3,4,4,4,4,1,3,3,1,3,4,0,0
46617,0,5,0,2,3,3,3,3,2,5,3,4,5,3,0,0
62360,5,5,5,2,1,5,3,1,4,2,5,5,4,1,15,0
7111,2,5,2,4,5,2,5,5,5,2,5,5,4,5,0,0
8733,2,2,2,2,4,5,5,5,5,5,5,4,5,5,0,0
3485,3,2,2,2,5,3,4,3,3,3,3,1,3,1,0,0
69096,4,4,4,1,2,4,5,1,1,4,1,4,1,5,0,0
123082,1,1,1,1,2,5,4,5,5,5,5,5,5,3,0,0
32756,2,3,3,3,2,3,3,2,2,2,2,2,2,1,0,0
115572,2,3,3,3,5,4,3,2,2,2,2,4,2,3,0,0
43996,2,2,3,2,4,4,5,5,5,5,5,2,5,3,0,0
61172,2,2,2,3,1,2,5,1,3,2,5,5,5,1,22,25
1684,1,0,1,1,4,1,4,4,5,3,5,4,4,4,35,39
21325,3,3,3,2,1,3,1,1,2,2,2,2,2,1,0,0
61263,3,4,3,2,1,3,1,1,4,5,5,5,4,1,0,2
43296,2,2,2,2,2,4,3,2,2,2,2,1,2,1,0,0
96628,3,3,3,3,3,3,1,3,3,2,4,2,4,3,2,0
109475,1,1,1,2,3,1,3,3,4,5,5,3,4,3,0,0
87208,3,5,2,2,2,2,2,2,4,3,5,2,5,2,0,0
30106,3,4,3,1,4,3,4,4,5,5,5,5,4,4,16,26
11923,2,4,2,1,2,2,1,2,4,2,4,5,5,2,0,0
97264,0,4,0,2,2,0,2,2,5,3,4,5,5,2,3,3
127314,2,5,2,5,3,2,3,3,3,3,4,1,3,3,0,0
78424,2,2,5,2,5,5,4,4,4,4,4,5,4,5,0,0
41699,2,5,2,1,1,2,1,1,5,4,4,3,5,1,0,3
30538,3,4,3,4,2,3,2,2,4,5,5,4,3,2,11,33
105437,4,4,4,4,2,4,4,4,4,4,4,5,4,5,0,0
104271,2,2,2,2,3,3,4,5,5,5,5,5,5,4,0,0
75973,1,1,1,1,4,1,3,4,4,4,4,4,4,5,0,0
49065,4,1,1,1,4,4,4,4,1,5,2,4,4,4,0,3
28475,3,4,3,4,2,3,4,3,3,3,3,3,3,2,0,0
52984,3,1,1,1,5,1,5,3,3,3,3,3,3,5,25,26
71024,4,4,4,4,4,4,4,4,4,4,4,1,4,2,15,0
76203,3,5,3,4,1,3,1,1,4,3,5,5,5,1,7,0
36417,4,3,3,3,3,5,2,4,4,4,4,4,4,4,0,7
69344,4,4,4,4,5,4,4,5,5,5,5,4,5,4,0,9
61298,3,1,3,3,4,3,4,4,1,4,2,3,3,4,4,0
125022,3,4,3,3,1,3,1,1,3,1,3,3,4,1,0,0
32815,3,3,3,3,3,4,4,3,3,3,3,3,3,1,13,29
87141,1,2,2,2,1,1,2,1,3,3,3,1,3,1,57,53
32195,2,3,3,3,4,4,3,2,2,2,2,2,2,4,0,0
65298,1,5,1,5,1,1,1,1,5,2,2,1,4,1,0,3
86670,5,5,5,5,5,5,5,5,4,3,5,3,5,5,5,0
56329,0,5,0,3,4,5,5,5,5,5,5,5,5,5,0,0
108080,3,3,3,3,2,4,4,4,4,5,4,3,4,5,2,0
19223,2,3,3,4,2,3,2,2,1,3,1,5,4,2,0,0
62776,4,4,4,4,1,4,5,5,5,5,5,4,5,5,1,16
106355,0,5,0,2,5,0,5,5,3,4,4,4,4,5,0,0
20408,5,5,3,5,3,2,3,5,5,5,5,3,5,2,0,21
113610,2,5,2,3,4,2,4,4,5,5,5,4,2,4,3,4
76057,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0,0
115670,3,5,2,5,3,3,3,3,3,3,2,2,2,3,2,0
126156,1,3,1,3,4,1,4,4,3,5,4,4,4,4,0,6
15082,4,3,3,4,5,3,5,5,4,2,5,3,2,5,0,0
90648,2,2,2,2,3,4,5,5,5,5,5,3,5,5,5,14
76890,5,5,5,5,2,5,3,2,3,2,5,3,4,2,0,0
73619,4,3,4,4,3,4,4,4,4,4,4,3,4,3,29,24
66968,1,1,1,1,5,5,5,5,3,2,4,5,5,5,0,6
69334,2,4,4,4,2,2,2,2,3,5,3,2,3,2,0,22
18313,5,1,1,1,5,5,5,5,2,3,1,5,3,5,0,0
37340,4,5,3,5,4,4,4,4,2,5,5,3,5,4,37,25
95400,2,4,2,3,2,2,2,2,3,2,3,2,3,2,0,0
97131,3,3,3,2,4,3,4,4,4,3,5,5,4,4,0,0
77953,3,3,2,3,3,5,4,5,5,5,5,5,5,3,0,0
125668,4,4,4,4,3,3,3,3,4,5,4,3,5,3,0,0
86826,1,2,2,2,1,1,1,1,2,3,3,4,4,1,34,27
7679,2,2,3,2,4,4,4,4,1,1,1,4,3,4,8,12
28411,3,3,3,3,3,3,3,3,2,2,4,1,4,3,0,0
99459,5,5,5,5,4,5,4,4,4,4,4,4,4,5,11,18
124245,4,5,4,1,4,4,4,4,4,5,5,3,4,4,0,0
23880,3,0,4,5,2,4,2,2,3,5,4,5,2,2,0,0
126077,2,1,1,1,4,1,4,4,4,3,4,3,5,4,3,0
107407,1,1,1,1,3,4,3,1,1,1,1,1,1,4,1,0
106306,3,2,2,2,3,3,3,3,1,3,3,1,4,3,0,0
98684,4,5,5,2,1,5,1,1,4,5,4,5,5,1,0,0
104452,5,5,5,5,2,4,4,5,5,5,5,5,5,3,15,0
115126,0,0,0,1,5,4,5,4,4,4,4,5,4,4,57,55
22954,1,1,1,1,2,2,2,2,4,4,1,1,2,2,20,13
78325,1,1,1,1,5,5,5,5,5,2,5,3,4,5,0,0
68676,2,3,2,2,1,2,2,1,3,4,3,3,5,1,0,0
108368,1,1,1,3,3,1,1,3,1,5,4,3,4,3,10,17
81112,5,5,5,5,2,5,5,5,5,5,5,4,5,3,2,0
70680,4,4,3,4,1,3,1,1,2,1,4,3,1,1,0,0
43382,1,5,4,3,3,5,4,1,1,4,1,2,1,3,0,0
88363,4,4,4,4,4,4,4,4,4,1,3,4,4,4,0,3
86147,2,2,2,4,5,2,5,5,4,2,4,3,5,5,15,5
78787,3,5,5,5,5,3,4,3,3,3,3,1,3,1,0,31
62119,4,4,4,4,1,4,1,1,5,5,5,4,4,1,0,0
31409,3,3,3,3,4,4,4,4,4,3,5,2,2,4,95,105
52950,3,2,3,3,5,3,5,5,1,1,4,4,4,5,72,55
50789,2,1,2,3,2,2,2,2,4,3,4,4,4,2,0,0
75180,3,3,3,4,5,3,4,5,5,2,3,4,5,5,0,0
20677,3,5,5,5,3,3,3,2,4,4,4,3,2,3,131,151
73252,3,3,3,3,2,4,5,4,4,4,4,4,4,3,0,0
53120,2,2,2,2,2,3,2,2,1,3,3,4,4,2,0,0
106400,5,3,3,3,5,5,5,5,5,4,3,1,3,5,0,0
120585,3,3,3,3,2,3,4,3,3,3,3,4,3,4,8,45
61109,2,4,2,5,1,2,1,1,4,5,5,3,5,1,9,0
28124,5,2,2,2,5,5,5,5,5,5,2,5,1,5,0,0
119549,4,4,4,2,2,4,5,2,4,2,5,5,4,2,0,0
85327,4,1,4,1,5,4,5,5,3,4,2,4,1,5,63,36
23137,2,4,4,4,2,4,3,1,1,1,2,3,1,2,6,0
8933,3,3,3,3,5,3,5,5,1,5,3,1,4,5,113,109
36249,3,3,3,5,2,3,2,2,3,1,1,5,2,2,0,0
7328,1,2,3,2,4,3,3,1,1,1,1,1,1,1,0,0
100538,3,5,3,3,4,3,4,4,3,4,3,4,4,4,5,0
27436,4,4,4,4,2,4,2,4,4,4,4,3,4,5,0,0
63405,4,5,2,3,4,2,4,4,3,5,5,3,5,4,0,0
100082,1,4,1,3,1,1,1,1,4,3,4,5,4,1,4,6
89500,2,1,1,1,2,2,2,2,4,2,3,1,3,2,0,0
89445,1,5,1,2,2,4,4,1,1,1,1,3,1,4,16,14
49395,5,0,5,2,5,5,2,5,3,2,1,4,2,5,69,69
88660,2,4,5,4,3,5,3,3,4,3,4,3,4,3,54,79
64476,2,2,2,2,4,5,5,4,4,4,4,5,4,4,0,18
55055,4,4,4,4,4,4,4,5,5,5,5,3,5,3,6,9
558,3,3,3,3,5,5,4,4,4,5,5,5,4,5,0,0
112787,4,4,4,4,4,4,5,5,5,5,5,3,5,5,0,0
18243,1,0,1,2,3,1,3,3,3,2,5,5,4,3,0,0
55018,4,4,4,4,3,4,4,5,5,5,5,5,5,4,99,109
122368,3,2,2,2,3,3,3,3,4,1,3,2,4,3,13,13
35906,4,4,4,1,4,4,4,4,3,3,4,4,4,4,41,12
63535,4,1,4,1,3,4,3,3,2,1,2,2,1,3,0,0
41839,3,4,4,4,5,4,3,3,3,3,3,3,3,4,0,31
75213,3,4,4,4,3,3,3,2,4,2,3,3,3,3,191,182
57543,2,5,2,1,3,2,3,3,4,2,5,5,5,3,34,34
70186,4,2,2,2,4,4,4,4,1,4,4,1,3,4,8,11
75711,2,2,2,2,5,4,4,2,2,2,2,3,2,5,17,20
13371,4,4,4,1,1,4,4,1,2,5,1,3,5,1,0,0
122484,3,4,3,1,3,3,3,3,1,4,1,2,4,3,0,0
11847,3,3,3,3,5,4,4,5,5,5,5,4,5,5,0,0
2977,4,5,5,5,4,4,4,4,1,2,3,1,3,4,0,0
36795,2,5,2,4,2,1,1,4,5,3,4,1,5,1,2,45
4604,1,1,1,1,4,4,5,5,5,5,5,4,5,3,0,1
90052,3,4,4,4,3,3,3,3,1,2,4,2,4,3,0,0
925,3,3,3,4,5,3,5,5,1,4,3,1,3,5,2,0
85137,2,2,2,2,2,2,2,2,1,5,3,3,4,2,47,26
67889,5,2,5,3,1,2,1,1,1,4,4,2,4,1,0,0
18391,3,0,4,5,2,4,2,2,3,5,5,1,3,2,0,0
1634,3,3,3,3,2,3,2,2,3,4,4,3,3,2,0,0
103962,2,1,2,3,5,2,4,5,1,3,3,3,4,5,25,11
67229,2,5,1,2,2,1,2,2,3,4,5,3,5,2,0,0
63140,3,5,3,4,5,5,4,4,4,3,4,4,4,3,0,0
67875,1,3,1,4,3,1,3,3,1,3,3,4,4,3,0,0
50057,4,4,4,4,4,4,4,4,3,4,1,1,1,4,0,0
55296,2,5,2,1,3,2,3,3,3,5,4,5,5,3,0,0
52440,3,2,3,1,4,3,4,4,4,1,1,1,2,4,0,0
90985,5,5,3,5,5,4,4,5,5,5,5,2,5,5,0,0
28308,4,4,4,4,3,4,3,3,3,5,2,4,3,3,0,0
87369,2,2,2,2,2,4,3,2,2,3,2,2,2,4,11,18
66500,3,4,2,4,5,4,4,3,3,4,3,1,3,1,0,0
60750,2,2,2,3,2,2,3,2,3,3,5,3,4,2,7,19
28461,2,5,2,4,2,3,4,5,3,3,4,4,5,4,10,1
